order_id,order_date,category,region,channel,unit_price,quantity,discount_pct,revenue,cost,profit
4511,2024-07-11,Toys,West,In-Store,11.73,2,0,23.46,15.61,7.85
4140,2024-07-11,Furniture,Central,In-Store,274.84,2,15,467.23,356.96,110.27
4263,2024-07-11,Furniture,East,Online,686.26,1,0,686.26,455.17,231.09
3384,2024-07-11,Groceries,Central,Online,5.33,2,5,10.13,5.96,4.17
2452,2024-07-11,Groceries,East,Online,11.24,1,0,11.24,6.21,5.03
4049,2024-07-11,Clothing,Central,Online,46.62,1,10,41.96,25.66,16.3
680,2024-07-11,Sports,East,Online,216.49,5,0,1082.45,722.77,359.68
2978,2024-07-11,Groceries,West,Online,9.92,1,5,9.42,6.05,3.37
2047,2024-07-12,Electronics,West,Online,534.07,1,10,480.66,282.0,198.66
881,2024-07-12,Books,North,Online,16.41,2,0,32.82,16.55,16.27
1097,2024-07-12,Groceries,North,In-Store,17.33,6,0,103.98,64.9,39.08
1455,2024-07-12,Books,South,Online,67.91,5,0,339.55,224.27,115.28
1628,2024-07-12,Sports,West,Online,131.79,2,10,237.22,134.85,102.37
1113,2024-07-13,Electronics,South,In-Store,86.94,5,10,391.23,267.81,123.42
1802,2024-07-13,Sports,West,Online,176.24,1,10,158.62,93.46,65.16
2806,2024-07-13,Furniture,West,In-Store,225.01,2,0,450.02,279.05,170.97
1397,2024-07-13,Groceries,East,In-Store,17.68,2,0,35.36,17.9,17.46
504,2024-07-13,Sports,East,Online,90.86,2,0,181.72,122.51,59.21
4173,2024-07-13,Electronics,East,Online,334.37,3,0,1003.11,639.49,363.62
3806,2024-07-13,Electronics,North,In-Store,211.1,6,20,1013.28,825.7,187.58
3997,2024-07-13,Groceries,South,Online,1.54,1,0,1.54,1.07,0.47
2208,2024-07-13,Furniture,South,Online,554.32,6,0,3325.92,2269.56,1056.36
3763,2024-07-13,Furniture,South,In-Store,101.12,4,15,343.81,264.45,79.36
4022,2024-07-14,Electronics,North,In-Store,276.66,4,5,1051.31,669.38,381.93
1454,2024-07-14,Furniture,South,Online,160.44,3,0,481.32,255.68,225.64
919,2024-07-14,Toys,South,Online,28.1,6,5,160.17,96.45,63.72
1629,2024-07-14,Groceries,Central,Online,14.67,3,5,41.81,28.22,13.59
4065,2024-07-14,Electronics,North,Online,59.93,2,0,119.86,73.62,46.24
1591,2024-07-14,Sports,North,Online,22.26,3,0,66.78,43.21,23.57
228,2024-07-14,Electronics,Central,In-Store,136.94,3,0,410.82,209.36,201.46
2660,2024-07-14,Clothing,Central,Online,41.38,3,5,117.93,70.03,47.9
4321,2024-07-14,Clothing,Central,Online,47.32,2,0,94.64,49.0,45.64
1602,2024-07-15,Groceries,East,Online,23.72,2,5,45.07,32.58,12.49
1898,2024-07-15,Groceries,South,Online,19.88,3,0,59.64,39.41,20.23
2609,2024-07-15,Electronics,East,Online,226.32,3,15,577.12,372.79,204.33
378,2024-07-15,Books,East,Online,11.6,1,0,11.6,5.95,5.65
1154,2024-07-15,Clothing,West,Online,18.9,6,20,90.72,65.29,25.43
3463,2024-07-15,Furniture,North,In-Store,349.04,6,10,1884.82,1424.15,460.67
1860,2024-07-15,Toys,Central,In-Store,17.95,3,0,53.85,27.13,26.72
3351,2024-07-15,Electronics,North,Online,58.15,3,5,165.73,121.8,43.93
1939,2024-07-16,Electronics,North,In-Store,139.38,6,0,836.28,445.16,391.12
1610,2024-07-16,Sports,Central,Online,12.18,6,15,62.12,36.61,25.51
519,2024-07-16,Electronics,North,Online,168.08,2,5,319.35,224.6,94.75
3084,2024-07-16,Books,South,In-Store,35.72,6,0,214.32,133.11,81.21
4300,2024-07-16,Groceries,East,Online,10.77,1,0,10.77,6.51,4.26
4228,2024-07-16,Sports,East,In-Store,177.67,5,0,888.35,571.28,317.07
323,2024-07-17,Electronics,East,In-Store,313.06,4,0,1252.24,837.9,414.34
376,2024-07-17,Groceries,West,In-Store,12.83,4,0,51.32,29.28,22.04
254,2024-07-17,Electronics,South,Online,134.39,1,10,120.95,79.47,41.48
3874,2024-07-17,Clothing,Central,In-Store,19.35,4,0,77.4,50.86,26.54
2947,2024-07-18,Groceries,West,Online,23.17,6,0,139.02,95.98,43.04
4334,2024-07-18,Groceries,East,In-Store,22.42,5,20,89.68,58.99,30.69
320,2024-07-18,Books,Central,Online,18.21,5,0,91.05,62.38,28.67
2692,2024-07-18,Clothing,South,In-Store,44.96,2,5,85.42,58.22,27.2
1991,2024-07-19,Furniture,West,Online,199.38,3,0,598.14,329.88,268.26
1928,2024-07-19,Electronics,East,Online,308.34,1,10,277.51,201.81,75.7
3795,2024-07-19,Toys,North,In-Store,14.78,2,0,29.56,19.65,9.91
692,2024-07-19,Sports,South,In-Store,48.21,2,5,91.6,61.73,29.87
1219,2024-07-19,Clothing,East,In-Store,95.55,4,10,343.98,240.38,103.6
1734,2024-07-19,Sports,East,Online,67.25,4,0,269.0,138.87,130.13
4812,2024-07-19,Clothing,East,Online,44.97,4,0,179.88,124.81,55.07
3967,2024-07-19,Furniture,East,Online,786.32,5,0,3931.6,2718.64,1212.96
2646,2024-07-19,Groceries,West,Online,25.65,4,0,102.6,57.38,45.22
640,2024-07-19,Books,West,Online,4.35,5,0,21.75,11.51,10.24
4783,2024-07-19,Furniture,West,Online,393.01,2,15,668.12,514.27,153.85
153,2024-07-20,Electronics,Central,Online,359.74,2,20,575.58,486.87,88.71
4193,2024-07-20,Groceries,West,Online,5.6,2,15,9.52,5.86,3.66
1076,2024-07-20,Electronics,South,Online,147.89,5,0,739.45,495.12,244.33
2766,2024-07-20,Sports,North,In-Store,145.42,5,5,690.74,423.5,267.24
79,2024-07-20,Groceries,South,Online,8.69,3,0,26.07,13.99,12.08
434,2024-07-20,Sports,Central,Online,51.05,5,0,255.25,149.83,105.42
2922,2024-07-21,Furniture,South,In-Store,403.63,5,10,1816.34,1364.5,451.84
4644,2024-07-21,Books,Central,Online,11.54,6,0,69.24,36.83,32.41
4143,2024-07-21,Toys,West,Online,105.88,3,0,317.64,200.32,117.32
788,2024-07-21,Clothing,West,Online,73.59,4,5,279.64,202.66,76.98
3902,2024-07-21,Electronics,South,Online,310.61,2,5,590.16,343.75,246.41
977,2024-07-21,Furniture,South,In-Store,43.93,2,0,87.86,54.23,33.63
540,2024-07-22,Groceries,East,Online,7.58,2,0,15.16,8.78,6.38
1272,2024-07-22,Groceries,North,In-Store,6.95,3,0,20.85,13.42,7.43
135,2024-07-22,Groceries,South,Online,31.32,6,0,187.92,116.32,71.6
3127,2024-07-22,Groceries,East,Online,29.04,5,0,145.2,75.63,69.57
4568,2024-07-22,Furniture,North,Online,432.87,4,5,1644.91,1056.12,588.79
158,2024-07-23,Clothing,South,Online,4.62,2,0,9.24,6.3,2.94
1182,2024-07-23,Clothing,Central,In-Store,73.36,2,0,146.72,75.68,71.04
4757,2024-07-23,Groceries,North,Online,27.05,5,0,135.25,84.62,50.63
3717,2024-07-24,Groceries,South,In-Store,22.1,2,0,44.2,24.0,20.2
2849,2024-07-24,Electronics,West,Online,560.68,4,0,2242.72,1504.03,738.69
181,2024-07-24,Groceries,East,Online,5.98,5,0,29.9,20.03,9.87
4009,2024-07-24,Groceries,North,Online,3.02,2,0,6.04,3.4,2.64
1505,2024-07-24,Toys,North,Online,65.79,3,0,197.37,130.34,67.03
2557,2024-07-24,Electronics,Central,Online,219.07,6,0,1314.42,757.66,556.76
2473,2024-07-24,Toys,South,Online,30.02,5,0,150.1,78.51,71.59
1935,2024-07-25,Toys,South,Online,65.56,5,10,295.02,227.18,67.84
1187,2024-07-25,Electronics,Central,Online,672.05,4,0,2688.2,1852.98,835.22
2331,2024-07-25,Clothing,West,In-Store,37.44,3,15,95.47,61.24,34.23
2862,2024-07-25,Sports,Central,Online,42.61,5,5,202.4,109.47,92.93
4094,2024-07-25,Electronics,East,Online,214.78,3,20,515.47,345.97,169.5
180,2024-07-25,Electronics,South,Online,313.68,5,10,1411.56,995.07,416.49
1229,2024-07-26,Sports,Central,Online,67.46,1,10,60.71,46.57,14.14
4042,2024-07-26,Furniture,West,In-Store,509.07,3,15,1298.13,897.27,400.86
3942,2024-07-26,Sports,South,Online,57.97,6,10,313.04,228.06,84.98
3361,2024-07-26,Clothing,North,In-Store,10.36,1,15,8.81,5.99,2.82
764,2024-07-26,Sports,East,In-Store,216.93,3,5,618.25,410.1,208.15
4387,2024-07-26,Toys,West,In-Store,50.07,4,15,170.24,127.11,43.13
466,2024-07-26,Toys,South,Online,43.09,1,0,43.09,26.4,16.69
3715,2024-07-26,Electronics,West,Online,574.33,2,0,1148.66,640.14,508.52
641,2024-07-27,Groceries,North,Online,13.65,4,5,51.87,30.49,21.38
3294,2024-07-27,Electronics,East,Online,161.09,4,5,612.14,328.5,283.64
740,2024-07-27,Electronics,North,Online,82.92,1,0,82.92,43.33,39.59
3260,2024-07-28,Clothing,South,In-Store,8.52,6,0,51.12,31.8,19.32
813,2024-07-28,Electronics,North,Online,386.43,4,0,1545.72,850.95,694.77
4838,2024-07-28,Books,West,In-Store,24.07,6,20,115.54,72.22,43.32
1514,2024-07-28,Sports,South,Online,28.64,6,5,163.25,92.51,70.74
700,2024-07-28,Furniture,East,In-Store,257.36,2,10,463.25,354.67,108.58
2938,2024-07-28,Clothing,North,In-Store,41.27,4,0,165.08,107.22,57.86
3315,2024-07-28,Groceries,North,In-Store,9.45,6,0,56.7,33.45,23.25
4941,2024-07-28,Electronics,North,In-Store,746.25,4,5,2835.75,1634.04,1201.71
1067,2024-07-28,Furniture,Central,In-Store,179.6,4,0,718.4,461.73,256.67
2706,2024-07-28,Clothing,South,Online,11.18,3,15,28.51,22.51,6.0
1735,2024-07-28,Sports,East,Online,173.28,3,0,519.84,286.89,232.95
1326,2024-07-28,Sports,South,Online,107.15,1,5,101.79,61.41,40.38
769,2024-07-29,Groceries,South,Online,4.45,2,0,8.9,5.29,3.61
1206,2024-07-29,Toys,West,Online,22.37,1,0,22.37,14.76,7.61
2666,2024-07-29,Furniture,Central,Online,483.19,3,0,1449.57,928.36,521.21
2000,2024-07-29,Electronics,West,Online,192.0,4,0,768.0,405.11,362.89
2266,2024-07-29,Electronics,North,In-Store,12.13,2,0,24.26,15.53,8.73
3540,2024-07-29,Clothing,West,In-Store,72.48,5,0,362.4,243.23,119.17
4603,2024-07-29,Sports,East,In-Store,94.19,4,0,376.76,217.04,159.72
4946,2024-07-29,Groceries,East,In-Store,14.66,4,0,58.64,40.73,17.91
4164,2024-07-30,Clothing,Central,Online,24.42,4,0,97.68,49.36,48.32
1805,2024-07-30,Groceries,North,Online,5.15,1,0,5.15,3.23,1.92
1029,2024-07-30,Groceries,Central,Online,38.71,5,0,193.55,110.2,83.35
4287,2024-07-30,Clothing,South,Online,24.65,6,0,147.9,97.08,50.82
1748,2024-07-31,Electronics,North,Online,209.42,5,10,942.39,625.28,317.11
4446,2024-07-31,Groceries,West,Online,49.37,4,0,197.48,100.95,96.53
9,2024-07-31,Clothing,South,In-Store,54.95,6,10,296.73,170.25,126.48
1371,2024-07-31,Furniture,West,Online,179.54,5,0,897.7,460.56,437.14
1568,2024-07-31,Clothing,North,Online,48.04,1,0,48.04,30.03,18.01
3863,2024-07-31,Furniture,Central,Online,244.01,4,5,927.24,581.2,346.04
3859,2024-07-31,Toys,East,Online,28.91,2,15,49.15,37.3,11.85
2942,2024-07-31,Groceries,East,Online,4.12,2,20,6.59,5.58,1.01
4809,2024-07-31,Groceries,West,Online,15.25,4,0,61.0,35.02,25.98
964,2024-07-31,Clothing,South,In-Store,61.63,3,10,166.4,109.27,57.13
2353,2024-08-01,Electronics,South,In-Store,420.76,1,15,357.65,276.19,81.46
3701,2024-08-01,Toys,West,Online,47.94,2,10,86.29,54.67,31.62
1585,2024-08-01,Groceries,East,Online,15.24,1,0,15.24,8.83,6.41
57,2024-08-01,Sports,East,Online,75.1,2,20,120.16,81.7,38.46
1138,2024-08-01,Clothing,West,Online,82.34,3,0,247.02,134.66,112.36
663,2024-08-01,Books,East,Online,8.46,5,0,42.3,28.23,14.07
1774,2024-08-01,Furniture,East,In-Store,219.09,3,0,657.27,404.12,253.15
333,2024-08-01,Books,East,In-Store,6.75,2,10,12.15,9.34,2.81
2348,2024-08-02,Groceries,North,In-Store,11.54,2,0,23.08,11.55,11.53
768,2024-08-02,Clothing,North,Online,47.52,5,15,201.96,154.08,47.88
2347,2024-08-02,Sports,South,Online,14.05,2,5,26.7,18.74,7.96
2512,2024-08-02,Books,Central,Online,27.34,1,5,25.97,15.65,10.32
1543,2024-08-02,Groceries,West,Online,16.81,4,10,60.52,39.19,21.33
857,2024-08-02,Electronics,West,In-Store,188.59,6,0,1131.54,754.97,376.57
992,2024-08-02,Clothing,East,In-Store,34.22,1,0,34.22,19.97,14.25
3142,2024-08-02,Sports,Central,In-Store,121.8,6,10,657.72,380.79,276.93
1679,2024-08-03,Clothing,East,Online,49.12,6,0,294.72,164.4,130.32
2178,2024-08-03,Groceries,South,Online,94.18,4,15,320.21,212.17,108.04
433,2024-08-03,Clothing,North,Online,35.93,6,5,204.8,115.54,89.26
961,2024-08-03,Electronics,Central,Online,194.43,1,10,174.99,124.58,50.41
3245,2024-08-03,Furniture,West,In-Store,506.68,6,20,2432.06,1996.95,435.11
2494,2024-08-03,Sports,East,Online,54.25,3,0,162.75,94.24,68.51
3376,2024-08-03,Books,West,Online,11.57,5,10,52.07,36.32,15.75
3616,2024-08-03,Electronics,East,In-Store,58.29,6,0,349.74,223.5,126.24
1188,2024-08-03,Electronics,West,In-Store,328.88,5,20,1315.52,856.53,458.99
3483,2024-08-03,Toys,North,Online,37.36,6,15,190.54,136.24,54.3
3056,2024-08-04,Furniture,North,Online,908.78,3,0,2726.34,1523.76,1202.58
2632,2024-08-04,Toys,West,In-Store,79.19,2,0,158.38,107.32,51.06
2973,2024-08-04,Furniture,South,Online,618.24,2,0,1236.48,864.61,371.87
3814,2024-08-04,Electronics,Central,In-Store,792.67,5,0,3963.35,2220.17,1743.18
2368,2024-08-04,Sports,East,In-Store,62.26,6,15,317.53,196.84,120.69
2682,2024-08-04,Sports,East,Online,36.02,2,5,68.44,46.5,21.94
2400,2024-08-04,Books,West,Online,39.43,5,15,167.58,110.87,56.71
3773,2024-08-05,Groceries,East,In-Store,15.14,3,15,38.61,24.92,13.69
1724,2024-08-05,Groceries,West,Online,5.21,1,20,4.17,3.57,0.6
2228,2024-08-05,Groceries,West,In-Store,1.59,6,0,9.54,5.76,3.78
3102,2024-08-05,Furniture,East,Online,444.41,2,0,888.82,481.83,406.99
449,2024-08-05,Sports,South,Online,6.02,3,0,18.06,10.79,7.27
1107,2024-08-05,Sports,South,In-Store,50.17,2,10,90.31,64.58,25.73
1947,2024-08-06,Clothing,South,Online,75.75,1,20,60.6,39.55,21.05
2799,2024-08-06,Sports,Central,In-Store,75.16,5,5,357.01,255.95,101.06
2695,2024-08-06,Groceries,Central,Online,12.0,3,5,34.2,25.0,9.2
22,2024-08-07,Clothing,Central,Online,8.73,2,5,16.59,10.53,6.06
2371,2024-08-07,Electronics,South,Online,81.66,1,10,73.49,56.25,17.24
2124,2024-08-07,Groceries,Central,In-Store,5.18,3,0,15.54,9.85,5.69
3548,2024-08-07,Groceries,South,Online,9.89,6,15,50.44,39.61,10.83
1780,2024-08-07,Toys,West,Online,101.75,4,5,386.65,246.06,140.59
4555,2024-08-08,Electronics,South,Online,186.71,6,0,1120.26,655.75,464.51
564,2024-08-08,Clothing,West,Online,25.64,2,10,46.15,29.49,16.66
1125,2024-08-08,Clothing,South,Online,19.32,4,10,69.55,50.76,18.79
3216,2024-08-08,Groceries,West,In-Store,23.87,2,0,47.74,27.99,19.75
3864,2024-08-08,Groceries,Central,In-Store,3.4,4,0,13.6,8.93,4.67
588,2024-08-08,Furniture,North,Online,138.08,6,0,828.48,491.16,337.32
4412,2024-08-08,Electronics,West,In-Store,372.36,3,0,1117.08,688.96,428.12
1058,2024-08-08,Electronics,North,Online,550.61,6,0,3303.66,2046.71,1256.95
4090,2024-08-09,Clothing,East,In-Store,66.19,6,5,377.28,250.86,126.42
367,2024-08-09,Books,West,Online,4.65,1,0,4.65,2.92,1.73
3008,2024-08-09,Clothing,West,Online,99.32,1,5,94.35,66.94,27.41
1615,2024-08-09,Groceries,South,Online,3.86,5,10,17.37,11.39,5.98
1547,2024-08-09,Electronics,South,In-Store,158.03,3,15,402.98,260.74,142.24
757,2024-08-09,Clothing,South,Online,191.58,4,0,766.32,527.79,238.53
3300,2024-08-09,Furniture,East,Online,281.43,1,0,281.43,171.66,109.77
582,2024-08-09,Clothing,South,Online,35.36,1,10,31.82,19.09,12.73
3179,2024-08-10,Books,East,Online,35.05,1,10,31.54,22.34,9.2
728,2024-08-10,Furniture,East,In-Store,463.43,1,0,463.43,240.49,222.94
1752,2024-08-10,Clothing,West,In-Store,37.24,3,10,100.55,77.45,23.1
4359,2024-08-10,Electronics,Central,Online,308.52,4,10,1110.67,694.04,416.63
4461,2024-08-10,Toys,East,In-Store,92.67,6,0,556.02,368.7,187.32
3197,2024-08-10,Furniture,Central,In-Store,529.18,3,10,1428.79,1020.33,408.46
4225,2024-08-10,Books,North,Online,13.18,3,15,33.61,23.91,9.7
3186,2024-08-11,Groceries,North,Online,30.32,6,0,181.92,122.5,59.42
4682,2024-08-11,Clothing,North,In-Store,64.2,2,15,109.14,69.35,39.79
130,2024-08-11,Clothing,North,Online,32.47,6,5,185.08,100.57,84.51
1979,2024-08-12,Toys,North,In-Store,62.32,6,0,373.92,231.5,142.42
399,2024-08-12,Sports,South,Online,20.96,2,0,41.92,21.46,20.46
116,2024-08-12,Furniture,East,In-Store,117.49,2,15,199.73,152.72,47.01
2393,2024-08-12,Electronics,South,In-Store,535.95,3,0,1607.85,838.42,769.43
3838,2024-08-12,Groceries,East,Online,15.2,2,0,30.4,20.72,9.68
3578,2024-08-12,Electronics,South,Online,67.75,4,5,257.45,137.49,119.96
2221,2024-08-12,Toys,North,Online,22.63,4,10,81.47,51.26,30.21
940,2024-08-12,Groceries,West,In-Store,1.03,5,0,5.15,2.7,2.45
4932,2024-08-12,Clothing,East,Online,28.57,6,0,171.42,117.16,54.26
1583,2024-08-12,Electronics,North,Online,289.87,3,15,739.17,541.68,197.49
3896,2024-08-12,Groceries,Central,In-Store,14.09,2,0,28.18,17.36,10.82
998,2024-08-12,Groceries,Central,In-Store,26.07,6,5,148.6,88.03,60.57
1785,2024-08-13,Books,North,In-Store,19.38,6,0,116.28,65.78,50.5
1892,2024-08-13,Electronics,West,Online,388.05,1,0,388.05,233.03,155.02
4345,2024-08-13,Toys,Central,In-Store,62.91,3,0,188.73,104.29,84.44
3159,2024-08-13,Clothing,Central,Online,65.75,3,0,197.25,126.1,71.15
4810,2024-08-13,Electronics,East,Online,155.81,2,20,249.3,202.09,47.21
3155,2024-08-13,Clothing,East,In-Store,50.69,6,0,304.14,210.51,93.63
4409,2024-08-13,Clothing,South,Online,84.41,3,5,240.57,138.89,101.68
2810,2024-08-13,Groceries,North,Online,3.44,1,5,3.27,2.4,0.87
3531,2024-08-14,Sports,West,Online,147.11,1,5,139.75,85.95,53.8
1394,2024-08-14,Groceries,Central,Online,4.11,4,5,15.62,11.24,4.38
2797,2024-08-14,Sports,East,In-Store,12.96,1,5,12.31,8.64,3.67
1841,2024-08-14,Toys,South,Online,23.25,2,0,46.5,29.3,17.2
1447,2024-08-14,Clothing,East,Online,15.1,1,0,15.1,9.89,5.21
3243,2024-08-14,Clothing,West,Online,164.31,4,0,657.24,366.07,291.17
1824,2024-08-14,Clothing,South,Online,59.55,6,5,339.43,180.35,159.08
4212,2024-08-14,Electronics,East,In-Store,82.32,3,5,234.61,130.16,104.45
2606,2024-08-15,Clothing,Central,In-Store,21.56,6,10,116.42,66.24,50.18
1486,2024-08-15,Electronics,South,Online,80.98,4,0,323.92,225.37,98.55
7,2024-08-15,Electronics,North,Online,202.73,1,5,192.59,126.46,66.13
3087,2024-08-15,Furniture,East,Online,412.46,3,0,1237.38,708.21,529.17
4789,2024-08-15,Groceries,Central,In-Store,7.18,1,0,7.18,4.29,2.89
3213,2024-08-15,Groceries,West,Online,27.65,2,0,55.3,31.01,24.29
346,2024-08-15,Toys,West,In-Store,9.5,2,0,19.0,11.83,7.17
1856,2024-08-15,Electronics,North,Online,245.68,2,10,442.22,294.4,147.82
1111,2024-08-15,Furniture,West,Online,405.19,1,0,405.19,270.73,134.46
3697,2024-08-16,Toys,Central,In-Store,29.64,6,5,168.95,100.89,68.06
35,2024-08-16,Electronics,Central,In-Store,114.24,4,10,411.26,294.57,116.69
1638,2024-08-16,Clothing,Central,Online,48.26,2,0,96.52,57.04,39.48
2546,2024-08-16,Books,North,In-Store,40.51,2,0,81.02,53.08,27.94
2851,2024-08-16,Clothing,North,In-Store,15.9,4,15,54.06,42.16,11.9
83,2024-08-16,Toys,South,In-Store,5.16,6,10,27.86,19.17,8.69
4835,2024-08-16,Furniture,North,In-Store,369.4,5,5,1754.65,1151.86,602.79
4785,2024-08-16,Electronics,East,In-Store,361.54,4,0,1446.16,943.95,502.21
2879,2024-08-16,Clothing,Central,Online,46.09,6,5,262.71,170.78,91.93
729,2024-08-16,Clothing,West,In-Store,75.98,3,0,227.94,125.36,102.58
2409,2024-08-16,Electronics,South,Online,63.26,1,15,53.77,39.09,14.68
2441,2024-08-17,Electronics,Central,In-Store,330.34,5,20,1321.36,1066.02,255.34
505,2024-08-17,Clothing,West,Online,57.43,3,15,146.45,106.36,40.09
2727,2024-08-17,Books,Central,Online,8.4,6,5,47.88,30.28,17.6
1655,2024-08-17,Sports,East,Online,47.03,1,0,47.03,28.85,18.18
1921,2024-08-17,Clothing,South,Online,29.45,2,0,58.9,37.1,21.8
71,2024-08-17,Sports,East,Online,49.65,1,10,44.69,30.3,14.39
770,2024-08-18,Clothing,West,Online,60.58,3,0,181.74,97.32,84.42
2207,2024-08-18,Groceries,South,Online,12.18,5,0,60.9,41.19,19.71
2061,2024-08-18,Clothing,North,Online,69.54,5,0,347.7,219.6,128.1
3850,2024-08-18,Groceries,South,Online,4.04,3,0,12.12,7.38,4.74
34,2024-08-18,Groceries,East,In-Store,9.75,1,10,8.78,5.8,2.98
3761,2024-08-18,Toys,South,Online,24.03,1,5,22.83,12.04,10.79
625,2024-08-18,Sports,West,Online,61.4,2,0,122.8,84.49,38.31
3372,2024-08-18,Electronics,Central,Online,448.42,4,0,1793.68,967.86,825.82
125,2024-08-18,Groceries,North,Online,11.12,3,20,26.69,20.86,5.83
4020,2024-08-19,Electronics,South,Online,100.75,3,10,272.03,186.68,85.35
3720,2024-08-19,Electronics,East,In-Store,251.35,4,0,1005.4,572.09,433.31
1758,2024-08-19,Sports,East,Online,157.99,2,0,315.98,202.77,113.21
327,2024-08-19,Furniture,East,Online,572.27,5,15,2432.15,1909.79,522.36
889,2024-08-19,Groceries,South,In-Store,18.47,1,5,17.55,12.64,4.91
1015,2024-08-20,Groceries,Central,Online,6.83,5,10,30.73,22.16,8.57
812,2024-08-20,Groceries,East,In-Store,21.84,4,5,82.99,57.23,25.76
2875,2024-08-20,Electronics,Central,In-Store,483.97,1,0,483.97,315.62,168.35
2258,2024-08-20,Sports,South,Online,111.13,5,10,500.08,369.34,130.74
4064,2024-08-20,Groceries,West,Online,6.03,6,5,34.37,19.09,15.28
2744,2024-08-21,Groceries,South,In-Store,26.06,1,10,23.45,14.64,8.81
355,2024-08-21,Furniture,North,Online,504.1,2,0,1008.2,566.99,441.21
1888,2024-08-21,Groceries,North,Online,11.48,2,0,22.96,12.75,10.21
